Tstart,Tend,Bx,By,Bz,Bmag_avg,Ni_avg,Vx,Vy,Vz,VSW,Vth_mag_Ion,Vth_para_Ion,Vth_perp_Ion,Ne,Ue,Te,,Ti,Ti_para,Ti_perp, ,VA,Beta,Beta_para,Beta_perp,Omega_i,omega_pi,omega_pe,rho_i,rho_s,rho_c,d_i,d_e,sigma_i,Lperp,lambda_r, ,f_di,f_rhoi,f_rhos,f_rhoc,f_lambdad,f_lambdad scaled,,f_brk,k_brk,l_brk,,eps0,8.85E-12
2010-06-04T11:31:53.030000, 2010-06-04T11:41:53.054000,9.77E-10,-3.82E-09,4.99E-10,4.13E-09,2519124.14,-580095.7281,-3489.044579,9041.756702,580191.9442,47081.62153,45658.43822,47548.24014,2881610.433,510109.0054,150062.4922,,1.26E+05,1.37E+05,5.03E+08, ,5.68E+04,0.686836514,0.645940709,0.700518238,3.96E-01,2089.636772,95766.76366,1.20E+05,9.26E+04,2.60E+05,1.45E+05,3.13E+03,1.15E+05,923404158.6,57155.36491, ,6.37E-01,7.69E-01,9.98E-01,3.55E-01,1.615603645,0.343745456,,0.126275468,1.3675E-06,731261.7223,,,
2010-06-04T12:12:55.225000, 2010-06-04T12:22:55.249000,2.25E-09,-6.81E-10,3.97E-11,3.49E-09,2333124.553,-567310.7109,33346.66957,1697.890286,568908.5574,51020.52594,55851.76266,48876.20171,2902192.361,479329.8785,145966.1871,,1.89E+05,1.45E+05,5.10E+08, ,4.98E+04,1.049830999,1.25806563,0.963439453,3.34E-01,2011.013469,96108.16263,1.46E+05,9.09E+04,3.10E+05,1.43E+05,3.12E+03,1.67E+05,905446090.7,56495.6065, ,6.34E-01,6.19E-01,9.96E-01,2.92E-01,1.602684079,0.340996613,,0.437943229,4.83677E-06,206749.6496,,,
2010-06-04T13:03:06.845000, 2010-06-04T13:13:06.869000,1.17E-09,-4.06E-09,6.33E-10,4.46E-09,2212327.376,-574600.5628,-1182.280137,11978.52177,574801.7287,48244.00914,50551.51812,46988.86953,2770322.657,493078.4502,147735.8156,,1.55E+05,1.34E+05,4.65E+08, ,6.55E+04,0.542973594,0.596156567,0.51508858,4.28E-01,1958.261628,93899.29988,1.10E+05,7.59E+04,2.67E+05,1.49E+05,3.19E+03,1.18E+05,914825364.1,52736.06103, ,6.14E-01,8.33E-01,1.21E+00,3.42E-01,1.734724487,0.369090316,,1.009315951,1.10329E-05,90638.15576,,,
2010-06-04T13:13:06.869000, 2010-06-04T13:23:06.893000,4.02E-10,-4.07E-09,1.05E-09,4.49E-09,2411048.084,-580900.4453,278.4533998,14619.00928,581148.9618,49017.95809,53099.13898,47998.12854,2832798.834,489461.2441,146142.6436,,1.71E+05,1.40E+05,4.86E+08, ,6.31E+04,0.603550506,0.708236238,0.578697752,4.30E-01,2044.320356,94952.20288,1.12E+05,7.30E+04,2.67E+05,1.44E+05,3.16E+03,1.23E+05,924927299.4,51627.94897, ,6.44E-01,8.29E-01,1.27E+00,3.46E-01,1.791524393,0.381175403,,0.282733237,3.05682E-06,327137.8031,,,
2010-06-04T13:32:39.777000, 2010-06-04T13:42:39.801000,1.95E-09,-2.84E-09,1.36E-09,4.38E-09,2241113.469,-563584.4518,9124.212321,21702.47562,564305.0503,48132.77988,49014.52752,47550.60073,2742405.758,461569.565,145331.6366,,1.46E+05,1.37E+05,4.56E+08, ,6.38E+04,0.568781302,0.589811264,0.555105381,4.20E-01,1970.960589,93424.98424,1.13E+05,8.01E+04,2.67E+05,1.50E+05,3.21E+03,1.17E+05,898119381.7,54018.83253, ,5.98E-01,7.93E-01,1.12E+00,3.36E-01,1.662604206,0.353745576,,0.149656318,1.66633E-06,600121.2591,,,
2010-06-04T14:08:33.773000, 2010-06-04T14:18:33.797000,1.62E-09,-3.38E-09,1.58E-09,4.12E-09,2253492.228,-564866.9407,638.721782,15469.18547,565099.2833,42851.46003,44931.06233,41742.70944,2598623.231,501302.1687,148618.8293,,1.22E+05,1.06E+05,4.09E+08, ,5.98E+04,0.513007015,0.564008215,0.486803089,3.94E-01,1976.396379,90942.90767,1.06E+05,8.25E+04,2.62E+05,1.48E+05,3.30E+03,1.14E+05,899383442.8,55405.92053, ,6.09E-01,8.50E-01,1.09E+00,3.44E-01,1.623262341,0.345374966,,0.331892394,3.69022E-06,270986.458,,,
2010-06-04T14:25:32.305000, 2010-06-04T14:35:32.329000,5.01E-10,-3.72E-09,3.02E-10,4.08E-09,2298028.312,-576127.8057,-6038.300671,-1435.526042,576229.8255,48776.4758,48309.45805,45632.97611,2751808.691,492229.8866,147200.6273,,1.41E+05,1.26E+05,4.59E+08, ,5.87E+04,0.69073567,0.677571886,0.604572842,3.91E-01,1995.830728,93585.0111,1.17E+05,8.43E+04,2.64E+05,1.41E+05,3.20E+03,1.24E+05,917098250.9,55344.19167, ,6.53E-01,7.85E-01,1.09E+00,3.47E-01,1.6570813,0.352570489,,0.341406964,3.72269E-06,268623.182,,,
2010-06-04T17:04:59.292000, 2010-06-04T17:14:59.316000,-1.28E-10,-3.42E-09,1.11E-09,4.35E-09,2040359.051,-570538.8254,-6212.544857,19334.76943,571099.0252,42938.33489,44407.47169,41678.30678,2636514.765,461205.1622,143500.4306,,1.19E+05,1.05E+05,4.21E+08, ,6.64E+04,0.417685623,0.446756854,0.393531284,4.17E-01,1880.612493,91603.54504,1.00E+05,7.75E+04,2.61E+05,1.55E+05,3.27E+03,1.07E+05,908932328.6,53778.67048, ,5.87E-01,9.09E-01,1.17E+00,3.48E-01,1.690135365,0.359603269,,0.500405514,5.50542E-06,181639.1515,,,
2010-06-04T17:39:34.260000, 2010-06-04T17:49:34.284000,1.55E-10,-2.49E-09,2.81E-09,4.41E-09,2084763.979,-567652.6513,1729.590887,27656.31212,568423.0129,41210.92305,43743.18685,40493.79398,2688516.869,470424.0006,138781.2082,,1.16E+05,9.93E+04,4.38E+08, ,6.67E+04,0.382132109,0.430536213,0.36894853,4.23E-01,1900.966505,92502.51913,9.58E+04,7.41E+04,2.58E+05,1.55E+05,3.24E+03,1.03E+05,904673322.8,52465.91891, ,5.84E-01,9.44E-01,1.22E+00,3.50E-01,1.724306638,0.366873753,,0.149632443,1.65399E-06,604597.0406,,,
2010-06-04T18:00:08.900000, 2010-06-04T18:10:08.923000,-2.60E-11,-2.83E-09,3.29E-09,4.46E-09,1937874.02,-567561.4657,2582.427326,32398.25536,568523.9978,39530.74176,46601.79883,36165.11219,2524902.321,457505.6839,139477.0133,,1.32E+05,7.92E+04,3.86E+08, ,6.99E+04,0.320083566,0.444834856,0.267900227,4.27E-01,1832.773461,89643.63694,8.47E+04,6.16E+04,2.59E+05,1.50E+05,3.34E+03,1.09E+05,904834045.1,49020.01903, ,6.05E-01,1.07E+00,1.47E+00,3.50E-01,1.845845969,0.392733185,,0.137951614,1.52461E-06,655906.822,,,
2010-06-04T18:11:44.051000, 2010-06-04T18:21:44.075000,6.32E-10,-2.71E-09,3.33E-09,4.42E-09,2151596.822,-563041.7807,4359.560969,30452.42845,563888.7505,38656.85686,42701.33529,36873.86063,2626232.124,459352.7982,139152.2139,,1.10E+05,8.24E+04,4.18E+08, ,6.57E+04,0.346634047,0.422961708,0.315395403,4.23E-01,1931.196495,91424.73957,8.72E+04,6.92E+04,2.49E+05,1.48E+05,3.28E+03,1.01E+05,897456820,51107.2493, ,6.06E-01,1.03E+00,1.30E+00,3.60E-01,1.756026459,0.373622651,,0.282781877,3.15092E-06,317367.163,,,
2010-06-04T19:04:55.071000, 2010-06-04T19:14:55.095000,7.71E-10,-3.36E-09,7.16E-10,3.89E-09,1726106.61,-558855.2266,-4867.045256,21515.54117,559490.6434,42947.80409,46948.8065,39900.4883,2353487.815,492314.3265,145905.8375,,1.34E+05,9.64E+04,3.35E+08, ,6.46E+04,0.442678765,0.529000248,0.382087811,3.72E-01,1729.736004,86547.22636,1.07E+05,7.92E+04,2.87E+05,1.61E+05,3.46E+03,1.26E+05,890457015,55556.5749, ,5.53E-01,8.31E-01,1.12E+00,3.10E-01,1.602793219,0.341019834,,0.188608129,2.1181E-06,472120.1667,,,
2010-06-04T19:19:23.735000, 2010-06-04T19:29:23.759000,2.33E-09,-1.52E-09,2.59E-09,3.89E-09,1933570.584,-540861.819,12405.64115,34994.50975,542156.6369,39796.91106,35566.50155,41534.56835,2588796.668,441331.6514,139883.3614,,7.66E+04,1.04E+05,4.06E+08, ,6.11E+04,0.424315809,0.338900946,0.462178658,3.73E-01,1830.73731,90770.79679,1.11E+05,1.06E+05,2.66E+05,1.71E+05,3.30E+03,9.53E+04,862869086.8,61795.44441, ,5.05E-01,7.75E-01,8.11E-01,3.24E-01,1.396331227,0.29709175,,0.183079524,2.12175E-06,471308.3526,,,
2010-06-04T19:57:32.603000, 2010-06-04T20:07:32.627000,2.70E-09,-2.68E-09,1.28E-09,4.06E-09,1907235.489,-541223.6286,-38.37777814,20033.99078,541606.6396,36522.31408,26636.87204,40509.96799,2296151.148,503276.3972,156095.8815,,4.30E+04,9.94E+04,3.19E+08, ,6.40E+04,0.325151352,0.172955923,0.40003021,3.88E-01,1818.227312,85486.47582,1.04E+05,1.41E+05,2.51E+05,1.83E+05,3.51E+03,6.86E+04,861993739,71822.08304, ,4.71E-01,8.27E-01,6.13E-01,3.43E-01,1.200179252,0.255357288,,0.550221143,6.38312E-06,156663.1435,,,
2010-06-04T20:07:32.627000, 2010-06-04T20:17:32.651000,1.57E-09,-3.46E-09,2.16E-10,3.98E-09,1885456.123,-551391.5313,-6795.859558,9513.123915,551637.2122,38600.59665,36645.76717,39448.60855,2325790.955,502049.4436,152035.8431,,8.13E+04,9.43E+04,3.28E+08, ,6.32E+04,0.373309858,0.336456605,0.389892428,3.81E-01,1807.816028,86036.45662,1.04E+05,1.00E+05,2.66E+05,1.69E+05,3.48E+03,9.62E+04,877957891.2,61719.1219, ,5.18E-01,8.48E-01,8.77E-01,3.30E-01,1.42250548,0.30266074,,0.207244617,2.36053E-06,423633.6279,,,
2010-06-05T00:31:15.613000, 2010-06-05T00:41:15.637000,2.69E-09,-1.15E-09,-2.09E-10,3.21E-09,1260824.638,-518435.6578,7924.296054,-2559.709479,518782.703,34855.06307,25408.46104,38667.03483,1913673.229,399902.0201,155986.6402,,3.91E+04,9.06E+04,2.22E+08, ,6.24E+04,0.311932894,0.165762448,0.383893862,3.08E-01,1478.336708,78042.48111,1.26E+05,1.77E+05,3.08E+05,2.25E+05,3.84E+03,8.26E+04,825668315.8,82562.3044, ,3.67E-01,6.57E-01,4.65E-01,2.68E-01,1.000054833,0.212777624,,0.188732915,2.28582E-06,437479.7675,,,
2010-06-05T05:33:29.088000, 2010-06-05T05:43:29.112000,1.44E-09,-1.92E-09,-2.45E-09,3.51E-09,2303809.606,-490595.9666,-9332.959162,-30954.98009,491737.1002,25971.38589,29132.24077,24176.66728,2599413.353,446161.6638,126614.027,,5.14E+04,3.54E+04,4.09E+08, ,5.04E+04,0.265202165,0.333683396,0.229815694,3.36E-01,1998.33967,90956.73239,7.19E+04,7.98E+04,2.26E+05,1.40E+05,3.30E+03,8.67E+04,782623902,53754.43296, ,5.60E-01,1.09E+00,9.81E-01,3.46E-01,1.455924394,0.309771148,,0.377152484,4.81908E-06,207508.6168,,,
2010-06-05T07:28:47.763000, 2010-06-05T07:38:47.787000,2.92E-09,-1.54E-09,7.75E-10,3.40E-09,1758495.952,-465524.7585,-20232.41714,8070.537568,466045.4176,30722.57457,25324.08843,33056.32225,2337503.634,427320.8166,123790.7421,,3.88E+04,6.62E+04,3.31E+08, ,5.59E+04,0.30169681,0.204985503,0.349272644,3.26E-01,1745.889302,86252.82428,1.01E+05,1.28E+05,2.63E+05,1.85E+05,3.48E+03,7.77E+04,741734319.1,67515.35675, ,4.01E-01,7.31E-01,5.79E-01,2.83E-01,1.098615715,0.233748024,,0.159123487,2.14529E-06,466137.5475,,,
2010-06-05T07:54:51.119000, 2010-06-05T08:04:51.143000,2.94E-09,-1.48E-09,1.22E-09,3.57E-09,1742256.825,-466375.0107,-15585.91025,11161.79345,466824.6707,31018.82553,27350.70961,32502.9123,2299101.737,433808.9424,123235.7099,,4.53E+04,6.40E+04,3.20E+08, ,5.90E+04,0.276342507,0.214849422,0.303418142,3.42E-01,1737.80925,85541.3839,9.50E+04,1.11E+05,2.61E+05,1.81E+05,3.50E+03,8.00E+04,742974538.9,63547.83629, ,4.11E-01,7.82E-01,6.70E-01,2.85E-01,1.169157885,0.248756997,,0.332076725,4.46956E-06,223735.8064,,,
2010-06-05T08:05:12.211000, 2010-06-05T08:15:12.235000,3.10E-09,-1.39E-09,6.36E-10,3.58E-09,1772167.106,-465122.9418,-13812.42525,4817.618575,465624.6027,30976.49043,27706.56466,32225.58734,2355950.479,430430.0945,122435.4979,,4.65E+04,6.29E+04,3.36E+08, ,5.86E+04,0.279585553,0.223674083,0.302588199,3.42E-01,1752.662735,86592.49555,9.41E+04,1.08E+05,2.59E+05,1.78E+05,3.46E+03,8.09E+04,741064571.4,62458.02491, ,4.16E-01,7.88E-01,6.86E-01,2.86E-01,1.186500169,0.252446845,,0.149823758,2.02174E-06,494624.206,,,
2010-06-05T08:25:32.499000, 2010-06-05T08:35:32.523000,2.61E-09,-1.73E-09,5.70E-10,3.60E-09,1917464.857,-472245.911,-15921.19943,-1949.665147,473050.1229,29158.13835,33174.64719,26577.88797,2391920.079,440563.0309,120606.5455,,6.67E+04,4.28E+04,3.47E+08, ,5.68E+04,0.263966901,0.341698061,0.219316255,3.45E-01,1823.09678,87251.01934,7.70E+04,7.32E+04,2.46E+05,1.50E+05,3.44E+03,9.61E+04,752882653.8,52481.1375, ,5.02E-01,9.78E-01,1.03E+00,3.06E-01,1.434577621,0.305229281,,0.183159677,2.43278E-06,411052.6227,,,
2010-06-05T08:52:12.930000, 2010-06-05T09:02:12.954000,3.17E-09,-1.36E-09,5.11E-10,3.57E-09,1763782.686,-457367.9806,-15569.31626,-259.1381784,457670.0059,31157.17971,25532.80422,33604.98858,2273493.269,422185.0319,124899.087,,3.95E+04,6.84E+04,3.13E+08, ,5.86E+04,0.283007948,0.190055037,0.329222765,3.42E-01,1748.511749,85063.64993,9.84E+04,1.24E+05,2.60E+05,1.85E+05,3.52E+03,7.47E+04,728404437.5,66755.63089, ,3.94E-01,7.40E-01,5.89E-01,2.81E-01,1.091150556,0.232159693,,0.126329198,1.73433E-06,576592.3064,,,
2010-06-05T09:38:50.006000, 2010-06-05T09:48:50.030000,2.55E-09,-1.83E-09,1.66E-09,3.57E-09,1570640.023,-460858.635,-18872.99533,5563.967058,461293.3128,24973.68271,25753.3671,24477.84101,2085155.62,428544.2253,122541.5418,,4.02E+04,3.63E+04,2.63E+08, ,6.21E+04,0.161574295,0.171820559,0.155222012,3.42E-01,1650.001532,81464.1281,7.16E+04,8.84E+04,2.53E+05,1.78E+05,3.68E+03,7.53E+04,734171109.5,58660.26404, ,4.12E-01,1.03E+00,8.30E-01,2.90E-01,1.251564618,0.266290344,,0.1738026,2.36733E-06,422416.6427,,,
2010-06-05T09:55:30.138000, 2010-06-05T10:05:30.162000,2.95E-09,-9.63E-10,1.43E-09,3.45E-09,1694332.653,-455245.6218,-9283.929773,6607.771094,455400.4053,29420.62729,24834.16234,31395.34446,2238609.091,402310.8454,120415.8147,,3.74E+04,5.97E+04,3.04E+08, ,5.77E+04,0.259665643,0.185016161,0.295693065,3.30E-01,1713.741673,84408.52452,9.51E+04,1.21E+05,2.62E+05,1.87E+05,3.55E+03,7.52E+04,724792255.9,66233.55851, ,3.88E-01,7.62E-01,6.00E-01,2.77E-01,1.094297622,0.232829281,,0.173815773,2.39815E-06,416988.7714,,,
2010-06-05T10:27:45.174000, 2010-06-05T10:37:45.198000,1.25E-09,-9.80E-11,3.12E-09,3.47E-09,2081620.355,-470316.2818,2102.889173,16364.41539,470639.819,29509.61243,34501.41724,26640.19908,2552735.477,425999.2897,110337.6006,,7.21E+04,4.30E+04,3.95E+08, ,5.25E+04,0.316411793,0.432513354,0.257869859,3.32E-01,1899.532727,90136.3742,8.01E+04,7.01E+04,2.46E+05,1.42E+05,3.33E+03,1.04E+05,749046536.1,50701.48979, ,5.26E-01,9.35E-01,1.07E+00,3.04E-01,1.47736593,0.314333177,,0.299410139,3.99722E-06,250174.0719,,,
2010-06-05T11:02:19.038000, 2010-06-05T11:12:19.062000,2.14E-09,-2.21E-09,1.54E-09,3.47E-09,1831775.716,-456432.6128,-16220.23035,3497.447117,456778.9017,28074.26732,33825.92659,24672.38658,2204581.751,452712.3752,121578.8612,,6.93E+04,3.69E+04,2.94E+08, ,5.60E+04,0.25138038,0.364933658,0.194149751,3.33E-01,1781.895233,83764.55416,7.41E+04,6.94E+04,2.49E+05,1.48E+05,3.58E+03,1.02E+05,726986201.1,51982.46782, ,4.92E-01,9.81E-01,1.05E+00,2.91E-01,1.398521909,0.297557853,,0.126253993,1.73668E-06,575812.4418,,,
2010-06-05T11:33:16.978000, 2010-06-05T11:43:17.002000,7.93E-10,-1.48E-09,2.57E-09,3.30E-09,2211497.137,-472353.9248,-6566.781582,11970.30643,472676.965,31222.73525,37597.77653,27478.91245,2705411.87,446337.0205,109030.4592,,8.56E+04,4.57E+04,4.43E+08, ,4.84E+04,0.416759491,0.60432134,0.322806809,3.16E-01,1957.894147,92792.71308,8.70E+04,6.94E+04,2.54E+05,1.35E+05,3.23E+03,1.19E+05,752288754.7,49856.15839, ,5.58E-01,8.65E-01,1.08E+00,2.96E-01,1.508918414,0.321046471,,0.317991424,4.22699E-06,236575.1712,,,
2010-06-05T11:50:39.153000, 2010-06-05T12:00:39.177000,-5.62E-10,-1.60E-09,3.14E-09,3.70E-09,2520532.304,-492883.5167,-2519.451365,12851.21436,493133.621,30189.48029,33753.27523,28262.3117,3121179.523,429371.7478,107279.9707,,6.90E+04,4.84E+04,5.90E+08, ,5.08E+04,0.352853139,0.441077143,0.309241716,3.54E-01,2090.220733,99668.18548,7.98E+04,7.03E+04,2.30E+05,1.34E+05,3.01E+03,9.53E+04,784846533.8,48804.31934, ,5.85E-01,9.84E-01,1.12E+00,3.42E-01,1.608149738,0.342159519,,0.309227892,3.93998E-06,253808.4546,,,
2010-06-05T12:56:35.521000, 2010-06-05T13:06:35.545000,9.00E-10,-3.26E-09,1.23E-09,4.18E-09,3414246.433,-478698.1137,-16535.07777,-14622.97313,479323.1613,34271.44436,39659.91841,31142.77316,3139942.199,461844.9415,112291.875,,9.53E+04,5.87E+04,5.97E+08, ,4.93E+04,0.483345623,0.647286586,0.39912372,4.00E-01,2432.727416,99967.30957,7.79E+04,5.98E+04,2.11E+05,1.12E+05,3.00E+03,9.91E+04,762866504.5,45198.44983, ,6.81E-01,9.80E-01,1.28E+00,3.61E-01,1.687815638,0.35910971,,0.126178914,1.65401E-06,604591.1172,,,
2010-06-05T13:18:08.489000, 2010-06-05T13:28:08.513000,-3.25E-10,-2.37E-09,3.24E-09,4.50E-09,3177822.151,-488061.032,-6819.063185,-2647.6277,488169.9009,31798.15854,36093.75733,29186.35941,3149715.881,443662.9576,110013.9755,,7.89E+04,5.16E+04,6.01E+08, ,5.51E+04,0.333304853,0.429439398,0.280800288,4.31E-01,2346.987688,100122.7725,6.77E+04,5.65E+04,2.01E+05,1.17E+05,2.99E+03,8.37E+04,776946528,44147.36974, ,6.63E-01,1.15E+00,1.37E+00,3.87E-01,1.759893132,0.374445347,,0.461220735,5.93633E-06,168454.3797,,,
2010-06-05T13:28:17.437000, 2010-06-05T13:38:17.461000,-2.38E-10,-2.16E-09,3.88E-09,4.71E-09,3219142.341,-485986.2971,-8570.12339,1657.584017,486208.7298,30056.31204,35083.40874,27819.75289,3051083.553,454017.8749,110887.8553,,7.46E+04,4.69E+04,5.64E+08, ,5.73E+04,0.275058826,0.374763918,0.235646362,4.52E-01,2362.196967,98542.64786,6.16E+04,5.31E+04,1.95E+05,1.17E+05,3.04E+03,7.77E+04,773825227.2,43237.31562, ,6.59E-01,1.26E+00,1.46E+00,3.97E-01,1.789716165,0.380790674,,0.32975256,4.26133E-06,234668.4515,,,
2010-06-05T13:38:17.461000, 2010-06-05T13:48:17.485000,-6.82E-10,-3.42E-09,2.45E-09,4.58E-09,3305865.826,-490542.3931,-20825.30107,-15343.11151,491301.1811,31403.48498,36444.99249,28403.5241,3090140.513,449093.388,114341.7142,,8.05E+04,4.89E+04,5.78E+08, ,5.50E+04,0.326388805,0.439597579,0.267007842,4.39E-01,2393.804223,99171.36506,6.47E+04,5.46E+04,1.96E+05,1.13E+05,3.02E+03,8.30E+04,781930115.2,43675.47665, ,6.90E-01,1.21E+00,1.43E+00,3.98E-01,1.790318447,0.380918819,,0.183106229,2.34172E-06,427036.327,,,
2010-06-05T14:28:50.609000, 2010-06-05T14:38:50.633000,-1.68E-09,7.73E-10,2.89E-09,4.63E-09,4157231.959,-495356.7777,22078.6969,-8907.851262,496237.8226,31998.76544,36992.27987,29141.0883,3430672.082,454801.3687,108889.4423,,8.29E+04,5.14E+04,7.13E+08, ,4.96E+04,0.416544449,0.556694719,0.345466897,4.44E-01,2684.405661,104492.8998,6.56E+04,5.32E+04,1.85E+05,1.02E+05,2.87E+03,8.33E+04,789787024.1,42246.04987, ,7.77E-01,1.20E+00,1.48E+00,4.27E-01,1.869493187,0.397764508,,0.645222992,8.16958E-06,122405.2823,,,
2010-06-05T15:07:54.308000, 2010-06-05T15:17:54.332000,-1.89E-09,-2.58E-09,3.38E-09,4.75E-09,4184707.239,-496475.3163,-5917.25656,-6105.92928,496553.2411,29051.33514,30585.31893,28230.94689,3146805.998,468115.4259,107770.3227,,5.67E+04,4.83E+04,6.00E+08, ,5.06E+04,0.329120675,0.364795102,0.310794884,4.55E-01,2693.261714,100076.5124,6.21E+04,6.05E+04,1.75E+05,1.08E+05,3.00E+03,6.72E+04,790289028.2,45606.04567, ,7.31E-01,1.27E+00,1.31E+00,4.51E-01,1.732860231,0.368693666,,0.406906144,5.14883E-06,194218.9961,,,
2010-06-05T15:17:59.392000, 2010-06-05T15:27:59.416000,-1.90E-09,-3.35E-09,2.94E-09,4.98E-09,3949110.111,-495487.3781,-9592.050772,-5631.387747,495619.8255,27614.52826,29390.73515,26643.99356,2997147.163,463914.3647,110927.0449,,5.23E+04,4.30E+04,5.44E+08, ,5.46E+04,0.25570959,0.289662755,0.238051213,4.77E-01,2616.348783,97667.75635,5.59E+04,5.76E+04,1.72E+05,1.11E+05,3.07E+03,6.17E+04,788803451.3,45078.44042, ,7.13E-01,1.41E+00,1.37E+00,4.58E-01,1.749846365,0.372307737,,0.635896459,8.06153E-06,124045.8947,,,
2010-06-05T16:27:01.508000, 2010-06-05T16:37:01.532000,2.20E-09,-3.03E-09,-1.35E-09,4.07E-09,4157531.449,-475687.6472,5894.024925,-25586.07992,476448.5927,38658.86502,46258.42829,34222.14502,2897171.28,500878.112,108959.9569,,1.30E+05,7.09E+04,5.08E+08, ,4.35E+04,0.788013574,1.128280922,0.617518473,3.90E-01,2684.502353,96024.9883,8.78E+04,5.69E+04,2.17E+05,9.89E+04,3.12E+03,1.19E+05,758291486.5,44988.10021, ,7.67E-01,8.64E-01,1.33E+00,3.49E-01,1.685537915,0.358625088,,0.2377179,3.13491E-06,318987.9629,,,
2010-06-05T17:37:47.492000, 2010-06-05T17:47:47.515000,5.69E-10,1.50E-10,2.92E-09,3.34E-09,4446323.15,-472859.4008,9409.79809,-1637.558637,472978.2728,41064.77485,48189.84283,36916.69179,2982310.508,493791.0181,106843.8389,,1.41E+05,8.25E+04,5.39E+08, ,3.45E+04,1.416628218,1.950868588,1.144886799,3.19E-01,2776.173018,97425.71609,1.16E+05,7.12E+04,2.48E+05,9.71E+04,3.08E+03,1.51E+05,752768300.9,49347.00829, ,7.75E-01,6.51E-01,1.06E+00,3.04E-01,1.525458841,0.324565711,,0.200291454,2.66073E-06,375836.4561,,,
2010-06-05T17:57:59.499000, 2010-06-05T18:07:59.523000,-5.08E-10,2.04E-09,2.50E-09,3.53E-09,4343642.037,-482004.8845,22678.85821,-4265.417979,482566.4439,38849.04034,41148.89758,37593.41907,2904725.181,476957.3379,109198.6531,,1.03E+05,8.56E+04,5.11E+08, ,3.69E+04,1.106637704,1.241541616,1.036259499,3.38E-01,2743.93002,96150.09154,1.11E+05,8.11E+04,2.27E+05,1.06E+05,3.12E+03,1.22E+05,768028349.2,52722.84805, ,7.26E-01,6.91E-01,9.46E-01,3.38E-01,1.456727733,0.309942071,,0.299373822,3.89795E-06,256544.9259,,,
2010-06-05T18:25:13.879000, 2010-06-05T18:36:40.843000,1.50E-09,-3.76E-09,4.01E-10,4.13E-09,3646142.495,-469322.9138,-8697.556347,-15520.27527,469681.1341,36914.01237,41342.27299,34442.488,2529047.563,503555.7835,112760.5782,,1.04E+05,7.19E+04,3.87E+08, ,4.71E+04,0.613023631,0.768923988,0.533683457,3.95E-01,2513.985891,89717.19269,8.71E+04,6.43E+04,2.16E+05,1.11E+05,3.34E+03,1.05E+05,747520741.8,48876.97053, ,6.72E-01,8.58E-01,1.16E+00,3.46E-01,1.529392541,0.325402668,,0.833106684,1.11449E-05,89726.89287,,,
2010-06-05T19:22:29.435000, 2010-06-05T19:32:29.459000,1.63E-09,-2.42E-09,-8.22E-10,3.56E-09,4157805.759,-474713.0061,-2893.331393,-11475.18415,474925.865,38270.76104,43013.2403,35585.82278,2906509.735,478503.0324,112059.7143,,1.12E+05,7.67E+04,5.12E+08, ,3.81E+04,1.010906273,1.276970943,0.874038812,3.41E-01,2684.590911,96179.6225,1.04E+05,7.38E+04,2.30E+05,1.04E+05,3.12E+03,1.26E+05,755867990.2,50454.73913, ,7.28E-01,7.24E-01,1.02E+00,3.29E-01,1.498110987,0.318747019,,0.635896459,8.4128E-06,118866.5199,,,
2010-06-05T20:27:30.419000, 2010-06-05T20:37:30.443000,2.32E-09,-2.25E-09,1.50E-10,3.80E-09,4076263.154,-467978.9689,-3448.79393,-4592.163574,468147.0791,37197.55058,40306.24874,35507.32632,2919993.399,516625.751,115158.8386,,9.84E+04,7.64E+04,5.16E+08, ,4.10E+04,0.821362743,0.964386395,0.748414609,3.64E-01,2658.135552,96402.45905,9.76E+04,7.46E+04,2.18E+05,1.08E+05,3.11E+03,1.11E+05,745079217.3,50568.17726, ,6.92E-01,7.64E-01,9.98E-01,3.41E-01,1.473415214,0.313492599,,0.159035915,2.13448E-06,468497.4569,,,
2010-06-05T22:12:33.798000, 2010-06-05T22:22:33.822000,2.48E-09,-5.21E-10,-2.82E-09,4.06E-09,2531374.194,-468922.3228,28409.60819,-10460.82771,469959.2419,35429.11417,46945.70656,27844.7619,2377884.77,451019.7454,136946.2127,,1.33E+05,4.70E+04,3.42E+08, ,5.56E+04,0.405645717,0.712226398,0.250560914,3.89E-01,2094.711377,86994.65695,7.16E+04,5.13E+04,2.33E+05,1.12E+05,3.45E+03,1.21E+05,747963364,44827.73395, ,6.65E-01,1.04E+00,1.46E+00,3.21E-01,1.668528159,0.355005991,,0.126168198,1.68682E-06,592830.3436,,,
2010-06-05T22:39:55.446000, 2010-06-05T22:49:55.470000,1.34E-09,-2.86E-09,-1.81E-09,3.67E-09,2987334.952,-466698.6228,20392.67989,-9789.233677,467251.8901,33930.54813,42955.98782,28356.89216,2534497.149,463492.1252,133996.7507,,1.12E+05,4.87E+04,3.89E+08, ,4.63E+04,0.538120542,0.86247247,0.375850458,3.51E-01,2275.558357,89813.80188,8.08E+04,6.25E+04,2.32E+05,1.10E+05,3.34E+03,1.22E+05,743654479.7,48228.52076, ,6.75E-01,9.21E-01,1.19E+00,3.20E-01,1.541939226,0.328072176,,0.185625895,2.49613E-06,400620.0115,,,
